neighborhood,address,units,confirmed_apartment,company,naics,company_buildings_in_target
Mission,131 S Van Ness Ave,,,W J Britton & Co,531210,5
Mission,1927 Market St,,,W J Britton & Co,531210,5
Mission,1266 Valencia St,,,1270 Valencia Street LLC,53,4
Mission,1268 Valencia St,,,1270 Valencia Street LLC,53,4
Mission,1270 Valencia St,,,1270 Valencia Street LLC,53,4
Mission,1272 Valencia St,,,1270 Valencia Street LLC,53,4
Mission,755 Dolores St,7,yes,Artal Family Lp,531110,4
Mission,1487 S Van Ness Ave #1499,,,Bulkley Family Limited Partnership,531110,4
Mission,3274 26th St,,,Bulkley Family Limited Partnership,531110,4
Mission,3294 26th St,,,Bulkley Family Limited Partnership,531110,4
Mission,84 Virgil St #96,,,Bulkley Family Limited Partnership,531110,4
Mission,199 Dolores St,12,yes,David Braun,531110,4
Mission,189 Dolores St,5,yes,David Braun,531110,4
Mission,149 Julian Ave,,,David Braun,531110,4
Mission,620 Guerrero St,12,yes,F Loy Fong & Helen Fong Fam Trust,"53, 531110",4
Mission,1004 Treat Ave,,,Gaehwiler Family LLC,531110,4
Mission,3055 23rd St,,,Gaehwiler Family LLC,531110,4
Mission,1391 Natoma St #1397,5,yes,M&K Klestoff 1990 Family Trust,531110,4
Mission,1148 Guerrero St,5,yes,Margaret Huffman,531110,4
Mission,61 Alvarado St,5,yes,Margaret Huffman,531110,4
Mission,1012 Guerrero St,4,yes,Margaret Huffman,531110,4
Mission,3536 23rd St,,,Margaret Huffman,531110,4
Mission,3649 18th St,14,yes,"Oakwood Stone Apartments, Lp",531110,4
Mission,10 Oakwood St,,,"Oakwood Stone Apartments, Lp",531110,4
Mission,11 Oakwood St,,,"Oakwood Stone Apartments, Lp",531110,4
Mission,9 Oakwood St,,,"Oakwood Stone Apartments, Lp",531110,4
Mission,2261 Mission St,8,yes,Perez Miguel,531110,4
Mission,14 Liberty St,6,yes,Perez Miguel,531110,4
Mission,928 Valencia St,4,yes,Perez Miguel,531110,4
Mission,934 Valencia St #38,,,Perez Miguel,531110,4
Mission,131 Duboce Ave,,,Pritchard Robert & Avelina,53,4
Mission,595 Dolores St,,,Pritchard Robert & Avelina,53,4
Mission,3068 22nd St #84,9,yes,Varni Anthony,531110,4
Mission,1065 Dolores St #75,,,Varni Anthony,531110,4
Mission,2603 Bryant St,,,William V. Rippe,531110,4
Mission,2829 24th St,,,William V. Rippe,531110,4
Mission,2833 24th St,,,William V. Rippe,531110,4
Mission,2835 24th St,,,William V. Rippe,531110,4
Mission,3164 22nd St,20,yes,2595 Mission St LLC,53,3
Mission,2595 Mission St,,,2595 Mission St LLC,53,3
Mission,3180 22nd St # 3190,,,2595 Mission St LLC,53,3
Mission,3018 Mission St,32,yes,3018 Mission Street LLC,531110,3
Mission,3020 Mission St,,,3018 Mission Street LLC,531110,3
Mission,3024 Mission St,,,3018 Mission Street LLC,531110,3
Mission,3250 Cesar Chavez St,,,740 Valencia Street LLC,53,3
Mission,742 Valencia St,,,740 Valencia Street LLC,53,3
Mission,746 Valencia St,,,740 Valencia Street LLC,53,3
Mission,444 Potrero Ave,,,Ares Commercial Properties,531210,3
Mission,1426 Guerrero St,6,yes,Ballinree LLC,531110,3
Mission,332 Capp St,12,yes,Cano Augusto & Cano Gilda,531110,3
Mission,1463 Alabama St,4,yes,Cano Augusto & Cano Gilda,531110,3
Mission,3116 23rd St,4,yes,Cano Augusto & Cano Gilda,531110,3
Mission,2927 Folsom St,4,yes,Dolmen Property Group LLC,531311,3
Mission,320 Capp St,3,yes,Dolmen Property Group LLC,531311,3
Mission,921 Dolores St,14,yes,Eve Bernstein Living Trust,531110,3
Mission,2908 Folsom St,,,Galu Dominic Fam Trust,531110,3
Mission,3679 23rd St,,,Galu Dominic Fam Trust,531110,3
Mission,39 Pearl St,5,yes,Hahn Brit,531110,3
Mission,45 Pearl St #47,,,Hahn Brit,531110,3
Mission,391 Valencia St,40,yes,Hdnpc Administration,53,3
Mission,70 Woodward St,3,yes,Hdnpc Administration,53,3
Mission,504 Valencia St,,,Hdnpc Administration,53,3
Mission,3012 -302 16th St,,,Jolish Limited Partnership,53,3
Mission,3030 16th St,,,Jolish Limited Partnership,53,3
Mission,83 Wiese St,,,Jolish Limited Partnership,53,3
Mission,3401 20th St #11,6,yes,Kong Helen,53,3
Mission,2810 25th St,3,yes,Kong Helen,53,3
Mission,2700 23rd St,,,Kong Helen,53,3
Mission,156 Lexington St #158a,4,yes,Lau Hor Cheung & Mak Chui Yung,531110,3
Mission,177 Lexington St,4,yes,Lau Hor Cheung & Mak Chui Yung,531110,3
Mission,57 Mccoppin St #61a,,,Lau Hor Cheung & Mak Chui Yung,531110,3
Mission,2230 Mission St #1-20,20,yes,Lee Living Trust The,531110,3
Mission,438 Guerrero St,12,yes,Mckendrick Randon,531110,3
Mission,3257 16th St,8,yes,Mckendrick Randon,531110,3
Mission,3255 16th St,,,Mckendrick Randon,531110,3
Mission,3465 25th St,27,yes,Murphy Marguerita,531110,3
Mission,410 Bartlett St,22,yes,Mylett Thomas & Margaret M,531110,3
Mission,981 A Valencia St # 981a,,,Nasser Raouf Adham & Et Al,531110,3
Mission,983 Valencia St,,,Nasser Raouf Adham & Et Al,531110,3
Mission,985 Valencia St,,,Nasser Raouf Adham & Et Al,531110,3
Mission,131 -135 Duboce Ave,,,Pritchard Avelina,53,3
Mission,595 Dolores St,,,Pritchard Avelina,53,3
Mission,147 Lexington St #151,6,yes,S Lew Family LLC,531110,3
Mission,2615 24th St,6,yes,S Lew Family LLC,531110,3
Mission,136 Guerrero St,12,yes,Sainez Remberto,531110,3
Mission,2461 Bryant St,4,yes,Sainez Remberto,531110,3
Mission,387 S Van Ness Ave,,,Sainez Remberto,531110,3
Mission,1807 Market St,4,yes,Scholten Etal,531110,3
Mission,1795 Market St,,,Scholten Etal,531110,3
Mission,1801 Market St,,,Scholten Etal,531110,3
Mission,2843 Mission St Apt A &,4,yes,Shing Pin Sun & Kwei Fung Sun Family LLC,531110,3
Mission,2849 -B Mission St,,,Shing Pin Sun & Kwei Fung Sun Family LLC,531110,3
Mission,2849 Mission St Apt A &,,,Shing Pin Sun & Kwei Fung Sun Family LLC,531110,3
Mission,3050 22nd St,6,yes,Smithton Robert L,531110,3
Mission,801 Guerrero,,,Steve & Irma Asti It LLC,531110,3
Mission,1438 S Van Ness Ave,,,Whelan/Macsweeny/Johnston Etal,531110,3
Mission,183 Fair Oaks St,,,Whelan/Macsweeny/Johnston Etal,531110,3
Mission,3634 23rd St,,,Whelan/Macsweeny/Johnston Etal,531110,3
Mission,107 Kissling St #119,6,yes,11th & Kissling Street Trust,531110,2
Mission,238 11th St #254,,,11th & Kissling Street Trust,531110,2
Mission,2637 -264 Mission St # 2645,,,1325 18th Street LLC,531110,2
Mission,2641 Mission St,,,1325 18th Street LLC,531110,2
Mission,15 Guerrero St,7,yes,15-21 Guerrero Street Associates Lp,531110,2
Mission,21 Guerrero St,7,yes,15-21 Guerrero Street Associates Lp,531110,2
Mission,1990 Folsom St,,,"1990 Folsom Housing Associates, Lp",531110,2
Mission,2828 16th St,,,"1990 Folsom Housing Associates, Lp",531110,2
Mission,2201 Bryant St,4,yes,2841 20th Street LLC,531110,2
Mission,2841 20th St,,,2841 20th Street LLC,531110,2
Mission,1018 Guerrero St,,,2mmproperty LLC,53,2
Mission,2190 Folsom St,,,2mmproperty LLC,53,2
Mission,1048 Valencia St,,,3049 24th St LLC,531110,2
Mission,3049 24th St,,,3049 24th St LLC,531110,2
Mission,793 S Van Ness Ave,,,799 Svn LLC,531110,2
Mission,799 South Van Ness Ave,,,799 Svn LLC,531110,2
Mission,292 14th St,9,yes,"A Star Holdings, LLC",531110,2
Mission,1717 Mission St,,,"A Star Holdings, LLC",531110,2
Mission,105 Bartlett St # 1,8,yes,Angelicola Anthony F,531110,2
Mission,105-109 Bartlett St 201-204,,,Angelicola Anthony F,531110,2
Mission,2450 Mission St,,,Appenrodt Jeff J,531210,2
Mission,204 Valencia St Apt 6,7,yes,April Financial Inc,531210,2
Mission,206 Valencia St,,,April Financial Inc,531210,2
Mission,285 San Jose Ave,,,Aren Solange,531110,2
Mission,446 Bartlett St,,,Aren Solange,531110,2
Mission,3414 25th Street,20,yes,Azar Equities LLC,531110,2
Mission,2884 Mission St,,,Azar Equities LLC,531110,2
Mission,553 Valencia St,,,Barasch Herbert,531110,2
Mission,569 573 Valencia St,,,Barasch Herbert,531110,2
Mission,3475 18th St,5,yes,Bay Community Housing L.P.,531110,2
Mission,3444 18th St,,,Bay Community Housing L.P.,531110,2
Mission,3160 21st St,,,Bethany Center Senior Housing,531110,2
Mission,580 Capp St,,,Bethany Center Senior Housing,531110,2
Mission,2700 Folsom St,26,yes,Blanding James,531210,2
Mission,2973 Folsom St,20,yes,Blanding James,531210,2
Mission,1218 Valencia St,,,Britton John F,531210,2
Mission,440 Valencia St,17,yes,Caritas Management Corp,531311,2
Mission,1358 Valencia St,,,Caritas Management Corp,531311,2
Mission,65 Oakwood St,4,yes,Charge Partners LLC,531110,2
Mission,3238 16th St,4,yes,Cheng Annie W,531110,2
Mission,3234 16th St,,,Cheng Annie W,531110,2
Mission,3000 24th St #3010,24,yes,Cheung Wing & Cheung Sioe,531110,2
Mission,180 San Carlos St #190,9,yes,Cheung Wing & Cheung Sioe,531110,2
Mission,201 Dolores St,20,yes,Chiu Andrew & Allan & Alfred,531110,2
Mission,1468 Valencia St #70,5,yes,Chou David Kai Ying,531110,2
Mission,524 Guerrero St,30,yes,Connelly James D,531110,2
Mission,138 Clinton Park,,,Cooper Pugeda Management Inc,531110,2
Mission,65 Mccoppin St,,,Cooper Pugeda Management Inc,531110,2
Mission,58 Alvarado St,3,yes,Croft Greti,531110,2
Mission,76 Albion St,,,Croft Greti,531110,2
Mission,3282 22nd St,,,Cutler Properties LLC,53,2
Mission,3296 22nd St,,,Cutler Properties LLC,53,2
Mission,1133 Dolores St,16,yes,Duke William & Charleen,531110,2
Mission,2824 24th St # 26,,,Evelyn D. Fong,531110,2
Mission,2836 24th St # 38,,,Evelyn D. Fong,531110,2
Mission,577 Valencia St,,,G.A.M.E. Development LLC,531110,2
Mission,581 Valencia St,,,G.A.M.E. Development LLC,531110,2
Mission,3359 22nd St,4,yes,Gagliardi Frank,53,2
Mission,506 Shotwell St,4,yes,Gagliardi Frank,53,2
Mission,77 Ramona Ave,,,Getchell Marlene Pappas James,531110,2
Mission,77 Ramona Ave Garage,,,Getchell Marlene Pappas James,531110,2
Mission,2852 Mission St,4,yes,Gjoni Gjon M,531110,2
Mission,2854 Mission St,,,Gjoni Gjon M,531110,2
Mission,36 Oakwood St,8,yes,Guzman Carmen,531110,2
Mission,835 Treat Ave,,,Guzman Carmen,531110,2
Mission,2901 -290 Mission St Apt,,,Hanhan3llc,53,2
Mission,2990 Mission St,,,Hanhan3llc,53,2
Mission,3376 18th St,,,Ho Teresa,531110,2
Mission,3378 18th St,,,Ho Teresa,531110,2
Mission,2970 -297 Mission St,,,Home Realty,531311,2
Mission,3223 17th St,8,yes,Jeng T Ruth,531110,2
Mission,401 Capp St,,,Jeng T Ruth,531110,2
Mission,389 Guerrero St,10,yes,Jesamine Mak,531110,2
Mission,85 14th St,6,yes,Jesamine Mak,531110,2
Mission,1352 Vermont St,,,Kardum Peter E,531110,2
Mission,3267 25th St,4,yes,Karpman Stephen,531110,2
Mission,211 12th St,,,Kinextus LLC,531210,2
Mission,211 12th St Ground,,,Kinextus LLC,531210,2
Mission,2990 Mission St Bldg 299,,,Koury Samir,531110,2
Mission,3552 23rd St,,,Koury Samir,531110,2
Mission,2577 Mission St,,,Kv Lee Properties LLC,53,2
Mission,2581 Mission St,,,Kv Lee Properties LLC,53,2
Mission,851 Guerrero St,14,yes,Lapidos Jack M,531110,2
Mission,3573 20th St,,,Lee John & Et Al,531110,2
Mission,2735 Mission St,26,yes,Link Kurt,531390,2
Mission,840 Treat Ave,,,Lothar Determann,531110,2
Mission,115 Duboce Ave,,,Louie Kelvin G & Genevieve,53,2
Mission,1438 S Van Ness Ave,,,Macsweeney S/Callagher S/Et Al,531110,2
Mission,936 S Van Ness Ave,,,Macsweeney S/Callagher S/Et Al,531110,2
Mission,3007 20th St,3,yes,Man Lui Lai & Chan Chee Heung,531110,2
Mission,1 Brady St,,,"Market Street 1629 Ventures, Lp",531110,2
Mission,1629 Market St,,,"Market Street 1629 Ventures, Lp",531110,2
Mission,3518 19th St,5,yes,Martin Winderl,53,2
Mission,3440 25th St,,,Martorana Anthony J & Clara,53,2
Mission,385 Bartlett St,,,Martorana Anthony J & Clara,53,2
Mission,200 Guerrero St,,,Meridian Management Group,531110,2
Mission,1202 Hampshire St,14,yes,Murphy Denis & Catherine,53,2
Mission,1355 Valencia St,7,yes,Murphy Denis & Catherine,53,2
Mission,29 Lapidge St,7,yes,Ostowari 2000 Trust,531110,2
Mission,137 Duboce Ave,,,Padilla Robert J & Nancy,531110,2
Mission,499 Dolores St,,,Padilla Robert J & Nancy,531110,2
Mission,15 Dolores St,4,yes,Piazza Mitchelle,53,2
Mission,3257 16th St,8,yes,Randon Mckendrick,"531110, 531311",2
Mission,3255 16th St,,,Randon Mckendrick,"531110, 531311",2
Mission,600 Shotwell St,3,yes,Robert Kirsten Inc,531210,2
Mission,1032 Alabama St,,,Robert Kirsten Inc,531210,2
Mission,1119 Dolores St,4,yes,Robert Sexton,531110,2
Mission,1125 Dolores St,4,yes,Robert Sexton,531110,2
Mission,183 Duboce Ave #185,,,Ruan Nevin Xiao De,531110,2
Mission,316 Valencia St,38,yes,Rupert Pupkin Properties,531110,2
Mission,1151 -61 South Van Ness,,,Rupert Pupkin Properties,531110,2
Mission,639 Capp St,6,yes,Sainz Jose,531110,2
Mission,225 San Jose Ave,,,Sainz Jose,531110,2
Mission,3001 22nd St,,,Sams Management Company Lp,531110,2
Mission,16 Guerrero St,,,Sf Multifamily IV Property Owner LLC,531110,2
Mission,22 Guerrero St,,,Sf Multifamily IV Property Owner LLC,531110,2
Mission,3235 16th St # 3237,6,yes,Sfclt 16th St. Holdings LLC,531110,2
Mission,3237 16th St,,,Sfclt 16th St. Holdings LLC,531110,2
Mission,31 Elgin Park,,,Silver Carol Ruth,531110,2
Mission,68 Ramona Ave,,,Silver Carol Ruth,531110,2
Mission,60 Sycamore St,8,yes,"Simmonite, Kevin & Maria",531110,2
Mission,1022 Shotwell St,,,"Simmonite, Kevin & Maria",531110,2
Mission,2246 Mission St,,,Sin Betty S,531110,2
Mission,45 Brosnan St,12,yes,Talmage Oliver A.,531110,2
Mission,2965 Mission St St,,,"Upper Management, LLC",531110,2
Mission,2967 Mission St,,,"Upper Management, LLC",531110,2
Mission,1135 Guerrero St,6,yes,Urbano Ezquerro,"531210, 531311",2
Mission,29 Ramona Ave,,,Vaccaro Enterprises Lp,531110,2
Mission,3605 20th St,24,yes,Vic Strategic Multifamily Partners Lp,531110,2
Mission,2385 Folsom St,16,yes,Vic Strategic Multifamily Partners Lp,531110,2
Mission,207 Valencia St,14,yes,Wah Lew,531110,2
Mission,215 14th St,,,Yeung Cheuk Y & Kwai Kuen,531110,2
Mission,1869 Market St,4,yes,Zanello Arthur,531110,2
Mission,1871 Market St,,,Zanello Arthur,531110,2
Mission,2438 Mission St,5,yes,Ze Tai LLC,531110,2
Mission,2434 Mission St,,,Ze Tai LLC,531110,2
Mission,1028 Guerrero St,11,yes,1028 Guerrero Street LLC,531110,1
Mission,1043 Valencia St,5,yes,1043 Valencia St LLC,531110,1
Mission,104 Guerrero St,10,yes,"114 Guerrero Street, LLC",531110,1
Mission,1188 Valencia St,,,1188 Valencia Owners Association,531311,1
Mission,1355 Valencia St,7,yes,1355 Valencia St,53,1
Mission,155 Bartlett St,17,yes,"155 Bartlett, Lp",531110,1
Mission,160 Liberty St,6,yes,"160 Liberty, LLC",53,1
Mission,1869 Market St,4,yes,1620 Leavenworth Street LLC,531110,1
Mission,1731 15th St,27,yes,1731 15th Street II LLC,531110,1
Mission,179 Dolores St,10,yes,179 Dolores Street LLC,531110,1
Mission,2023 Folsom St,12,yes,2023 Folsom I1 Lp,531110,1
Mission,2060 Folsom St,,,"2060 Folsom Housing, L.P.",531110,1
Mission,1869 Market St,4,yes,2090 Grove Street LLC,531110,1
Mission,1869 Market St,4,yes,2130-2140 Fell Street LLC,531110,1
Mission,2921 20th St #,3,yes,2200 Bryant Street Holdings LLC,531110,1
Mission,2211 Mission St,2,yes,"2211 Mission Street, LLC",531110,1
Mission,2265 Mission St,18,yes,2265 Mission Street Properties Inc,531110,1
Mission,2270 Bryant St,6,yes,2270 Bryant LLC,531390,1
Mission,2856 23rd St,6,yes,23rd Austin Post LLC,531110,1
Mission,1875 Mission St Ste 103,39,yes,2stonel LLC,531110,1
Mission,3045 Mission St,5,yes,3045 Mission Street LLC,531110,1
Mission,3134 24th St,4,yes,3134 24th St LLC,531110,1
Mission,3338 17th St,20,yes,"3338 17th Street Owner, LLC",531110,1
Mission,3431 19th St # A,4,yes,"3416 19th Street Investors, LLC",53,1
Mission,3440 20th St,39,yes,"3440 20th I1, Lp",531110,1
Mission,3484 18th St,7,yes,3484 18th St,531110,1
Mission,3485 21st St,7,yes,3485 21st Street LLC,531110,1
Mission,3525 17th St,16,yes,3525 17th Street Partners LLC,531110,1
Mission,3579 19th St,7,yes,"3579 19th Street, LLC.",531110,1
Mission,39 Fair Oaks Rd Apt 17,17,yes,39 Fair Oaks Associates Lp,531110,1
Mission,420 14th St,12,yes,"420 14th Partners, Lp",531110,1
Mission,530 14th St,12,yes,530 14th Street LLC,531110,1
Mission,606 Capp St,20,yes,"606 Capp Street Apartments, LLC",531110,1
Mission,625 Guerrero St,13,yes,"625 Guerrero Street, LLC",531110,1
Mission,681 Florida St,,,"681 Florida Housing Associates, Lp",531110,1
Mission,1818 15th St,6,yes,690 Monterey Partners LLC,531110,1
Mission,1591 Howard St,,,710 Sf Inc,531210,1
Mission,72 Pearl St #,5,yes,"72-78 Pearl St, LLC",531110,1
Mission,720 York St Ste 115,20,yes,720 York #115 LLC,531110,1
Mission,736 Valencia St,8,yes,736 Valencia Street LLC,53,1
Mission,1875 Mission St Apt 103,39,yes,774 9th Ave. LLC,531110,1
Mission,780 Guerrero St,14,yes,780 Guerrero San Francisco Ca 2020 LLC,531110,1
Mission,811 Valencia St,19,yes,"811 Valencia, LLC",531110,1
Mission,857 Valencia St,4,yes,855 Valencia LLC,531110,1
Mission,940 Guerrero St,21,yes,940 Guerrero LLC,531110,1
Mission,87 Virgil St,4,yes,Aabl Partners,53,1
Mission,876 Valencia St,4,yes,Abay Tsigeweine/Mekonnen Tesfa,531110,1
Mission,307 Guerrero St,8,yes,Agelopoulos John/Mike/Steve,531110,1
Mission,611 Guerrero St,20,yes,Albert L Garrigues,531110,1
Mission,2684 Bryant St,4,yes,Amparo Vigil,531110,1
Mission,3033 24th St,6,yes,Andre Ferrigno,531110,1
Mission,421 14th St,3,yes,Anh-Minh Leu,531110,1
Mission,3700 20th St,25,yes,Anstedt Theodore R Jr,531110,1
Mission,1760 Mission St,8,yes,Ao Realty Corp,531311,1
Mission,1864 15th St,,,Artal John Artal Trini,531110,1
Mission,3416 26th St,12,yes,Arvedi Patricia A,53,1
Mission,101 Shotwell St,14,yes,Azadian Vivien,531110,1
Mission,259 Dolores St,12,yes,Bagatelos Michael A,53,1
Mission,3352 18th St,8,yes,Banayat Family LLC,531390,1
Mission,122 Albion St,6,yes,Barbaccia Joseph C & Clara L,53,1
Mission,3521 18th St,10,yes,Barragan Menardo,53,1
Mission,1427 Valencia St,,,Ben Coleman Re & Dev Inc,53,1
Mission,3620 26th St,4,yes,Bergen Julie/Miller Margo,531110,1
Mission,3138 Kamille Ct,39,yes,"Bernal Homes, L.P.",531110,1
Mission,233 Dolores St,9,yes,Berthoud Claude & Johanna,531110,1
Mission,559 Shotwell St,,,Bingham Edward And Merylee Smithbingham,531110,1
Mission,456 14th St,9,yes,"Blackbird Real Estate, LLC",531110,1
Mission,3178 17th St Ste 3,3,yes,Blackwell Properties LLC,531390,1
Mission,177 14th St,,,Boschetti Giampaolo,531110,1
Mission,1170 Guerrero St,27,yes,Bozzini George J,531110,1
Mission,21 Lapidge St,6,yes,Bracht Albert & King Shannon,531110,1
Mission,3531 24th St,3,yes,Bravo Antonio & Consuelo,531110,1
Mission,33 Pearl St,6,yes,Brian Topkis,53,1
Mission,2501 Bryant St,14,yes,Bryant Courtyards LLC,531110,1
Mission,2230 Bryant St,24,yes,Bryant Terrace LLC,531110,1
Mission,215 Guerrero St,6,yes,Btp Acquisition I LLC,531110,1
Mission,1055 Dolores St,6,yes,Bumgarner Jon,531110,1
Mission,720 York St Ste 106,20,yes,C-H Schmidt Family LLC Etal,531110,1
Mission,865 Florida St,4,yes,Cadgene Allan H,531110,1
Mission,711 Guerrero St #715,6,yes,California Lyon Co LLC,531110,1
Mission,3740 25th St Apt 601,38,yes,Capri Tower Apartments,531110,1
Mission,467 Guerrero St,6,yes,Cara Properties LLC,531110,1
Mission,1523 15th St,7,yes,Casey Stein Trust,"53, 531110",1
Mission,3578 18th St,6,yes,Castillo Eduardo L & Josefa D,53,1
Mission,125 Guerrero St,7,yes,Castillo Solon & Gladys D,531110,1
Mission,320 Guerrero St,6,yes,Castleman Michael Z,531110,1
Mission,2 Fair Oaks St Apt 3,4,yes,Cedric Westphal,531110,1
Mission,969 Valencia St #975,12,yes,Ceg Valencia Lp,531110,1
Mission,858 Florida St,,,Chad Mitchell Associates Inc,531210,1
Mission,133 Dolores St,4,yes,Chan Albert S & Chan Betty W,531110,1
Mission,2471 Mission St Apt B,,,Chancellor Young Ryu,531110,1
Mission,2315 Mission St,14,yes,Chiang Robert,531110,1
Mission,1769 Folsom St,,,Ching Fe T,53,1
Mission,69 Pearl St,9,yes,Christopher Price,531110,1
Mission,114 San Jose Ave,,,Chu Paul T-F,531110,1
Mission,2104 Folsom St,6,yes,Chukreeff Boris/Serena J & L,531110,1
Mission,148 12th St 225,,,Cityview Storage LLC,531110,1
Mission,824 Valencia St,5,yes,Colbert Dare,53,1
Mission,519 Guerrero St,11,yes,Connolly Patrick & Mary,531110,1
Mission,899 Capp St,9,yes,Cornell Kathleen M,531110,1
Mission,3520 23rd St,7,yes,Cottrell-Lawrence Colleen B,53,1
Mission,36 Fair Oaks St,6,yes,Crizer Family Trust 1999,53,1
Mission,134 Duboce Ave,,,Cusing Mark And Sophia S Revocable Living Trust,531110,1
Mission,39 Sycamore St,4,yes,Daniel Regalado & Julia,531110,1
Mission,2839 Mission St,6,yes,David And Martha Valle,531110,1
Mission,123 Liberty St,4,yes,David Martel Trust,531110,1
Mission,2841 Harrison St,,,David Parker Properties LLC,531110,1
Mission,720 York St Unit 210,20,yes,David Steele,531390,1
Mission,1522 Howard St,7,yes,David Zouzounis,531110,1
Mission,3426 19th St # A,6,yes,Dean Hosting,53,1
Mission,263 Clinton Park,,,Dearman John,531110,1
Mission,1349 Dolores St,5,yes,Del Monte Mary Et Al,531110,1
Mission,281 14th St,18,yes,Dl Gok LLC,531110,1
Mission,1077 Dolores St,4,yes,Dolores House LLC,531110,1
Mission,3673 19th St # 3675,,,"Dolores Terrace, LLC",531110,1
Mission,460 14th St,10,yes,Donald Woo No. 3 Family Lp,531110,1
Mission,2700 24th St,5,yes,Douglas Wong,53,1
Mission,25 Hoff St,12,yes,Drg Shilufsky LLC,531110,1
Mission,1287 Alabama St,5,yes,Drogitis Joanna,531110,1
Mission,250 Guerrero St,6,yes,Dudum Norman,531110,1
Mission,171 Guerrero St,5,yes,Dudum Richard,531110,1
Mission,25 Elgin Park,,,Dudum Ronald A,531110,1
Mission,3560 24th St,6,yes,Dugoni Patricia J,531110,1
Mission,779 Guerrero St,6,yes,Dunn Morton & Marilyn,53,1
Mission,3466 21st St,,,Duo Street Partners,531311,1
Mission,2847 Folsom St,6,yes,Ealing LLC,531110,1
Mission,161 Lexington St,5,yes,Edward-May-Kam-C-Fook K,531110,1
Mission,19 Cumberland St,4,yes,Edwards Steven A R,531110,1
Mission,473 Fourteenth St,,,Elizabeth Cabrera,531110,1
Mission,1240 S Van Ness Ave,,,En Tien Nguyen,531110,1
Mission,155 Fair Oaks St #159,5,yes,Esquivel-Tanchico Clarina M,531110,1
Mission,183 Lexington St #185a,4,yes,Exon Dan,531110,1
Mission,1845 Market St #51,6,yes,Ezquerro Urbano,531311,1
Mission,2455 Harrison St,,,Fahman Properties LLC,53,1
Mission,410 Fair Oaks St,8,yes,Fair Oaks Lp,531110,1
Mission,3538 18th St,16,yes,Farver Jan S,531110,1
Mission,3162 16th St # 3166,,,Fb Global Properties,531110,1
Mission,1917 Mission St,10,yes,Felm Trust,531110,1
Mission,306 Fair Oaks St,9,yes,Fernandez Dolores,531110,1
Mission,435 Utah St,4,yes,Ferrari Investment Co,531110,1
Mission,177 Capp St,15,yes,Figueroa Rafael,531110,1
Mission,1215 Alabama St,,,Fishman Family Trust,531110,1
Mission,465 14th Ave,3,yes,Fontana Investors,531110,1
Mission,941 Dolores St,5,yes,Fratini Alberto,531110,1
Mission,2426 Bryant St,5,yes,Fu-Sheng Fred & Anita J Chang Trust,531110,1
Mission,12 Oakwood St,6,yes,Fung Mary & William & Cheryl,531110,1
Mission,2865 25th St,4,yes,Funghi Luciano & Luisa,531110,1
Mission,109 Lexington St,4,yes,Gabriel Hauser,531110,1
Mission,3530 18th St,8,yes,Galu Philip A Family Trust,531110,1
Mission,3562 17th St,5,yes,Garcia John,531110,1
Mission,80 Hill St,4,yes,Garcia Yolanda La Rocca Alice,531110,1
Mission,1391 Guerrero St #93,5,yes,Garis Mary,531110,1
Mission,3435 18th St,12,yes,"Gbp 3435 18th Owner, LLC",531110,1
Mission,3440 24th St,13,yes,"Gbp 3440 24th Owner, LLC",531110,1
Mission,19 Pearl St,12,yes,Geneson Silas,531110,1
Mission,1386 Guerrero St,4,yes,Gennaro Nicholas J Carole A,531110,1
Mission,1286 Guerrero St,7,yes,Giampaolo Boschetti,531110,1
Mission,882 Florida St,4,yes,Gill Robert J & Jennie,531110,1
Mission,501 Guerrero St,8,yes,Gomez Manuel & Betty,531110,1
Mission,173 Dolores St,5,yes,Grieco Family Trust,531110,1
Mission,594 Valencia St,21,yes,Guerrero Espinoza,531110,1
Mission,97 Lafayette St,6,yes,H & W Hwang Investment Co Inc,531110,1
Mission,2600 Harrison St,19,yes,H22 LLC,531110,1
Mission,140 Linda St,6,yes,Hammond Pond Parkway LLC,531110,1
Mission,2370 Mission St,14,yes,He LLC,531110,1
Mission,230 11th St,15,yes,Hedden William H,531110,1
Mission,27 Lexington St,4,yes,Helen Mar Chin Revoc Trust,531110,1
Mission,3644 19th St,4,yes,Hickey Maureen Tte Fr Hickey F,53,1
Mission,1371 Minna St,9,yes,"Hill Family Trust, Dated August 26, 2022",531110,1
Mission,18 Otis St,,,Hms Otis LLC,531110,1
Mission,135 Valencia St Apt A202,35,yes,Ho Wendy,531390,1
Mission,"3361, 3361a, 3363 21st St",,,Hoffman Harlan I,531110,1
Mission,1149 Capp St,5,yes,Horace Liu,531110,1
Mission,1455 15th St,6,yes,Huang Shu Ping/Zhao Bo Hui,531110,1
Mission,536-538 Valencia St,,,Huey Agnes M,531110,1
Mission,1649 15th St,4,yes,Hunter Todd,531110,1
Mission,744 Guerrero St,12,yes,Inp Corporation,53,1
Mission,1760 Mission St,8,yes,Ism Management Company LLC,531110,1
Mission,2700 Mission St,8,yes,J & N Int'l Enterprises LLC,531110,1
Mission,3428 19th St,,,Jack Lee Fong & Dorothy Der Fong Fam Tr Dated 6/28/1991,53,1
Mission,3312 -331 17th Street St,,,John Muhawieh,531110,1
Mission,1019 Hampshire St,4,yes,Joseph Matt Brajkovich,53,1
